Страховщик,Город,Регион,Кол-во_сотрудников,Поликлиника,Стоматология,Скорая_помощь,Госпитализация,Вызов_врача_на_дом,Уровень
Зетта,Посад,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Фрязино,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Лыткарино,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Дзержинский,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Солнечногорск,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Котельники,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Кашира,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Краснознаменск,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Протвино,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Истра,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Шатура,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Апрелевка,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Дедовск,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Луховицы,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Можайск,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Ликино-Дулёво,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Красноармейск,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Лосино-Петровский,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Озёры,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Старая Купавна,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Зарайск,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Электрогорск,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Бронницы,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Звенигород,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Хотьково,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Черноголовка,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Электроугли,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Пущино,нет,51-1000000,39487,2361,9868,827,6146,Стандарт
Зетта,Москва,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Балашиха,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Подольск,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Химки,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Мытищи,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Королёв,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Люберцы,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Красногорск,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Электросталь,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Коломна,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Домодедово,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Одинцово,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Серпухов,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Щёлково,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Раменское,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Орехово-Зуево,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Долгопрудный,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Реутов,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Пушкино,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Жуковский,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Ногинск,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Сергиев Посад,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Воскресенск,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Лобня,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Ивантеевка,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Клин,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Видное,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Дубна,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Егорьевск,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Чехов,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Дмитров,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Ступино,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Наро-Фоминск,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Павловский,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Посад,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Фрязино,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Лыткарино,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Дзержинский,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Солнечногорск,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Котельники,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Кашира,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Краснознаменск,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Протвино,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Истра,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Шатура,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Апрелевка,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Дедовск,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Луховицы,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Можайск,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Ликино-Дулёво,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Красноармейск,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Лосино-Петровский,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Озёры,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Старая Купавна,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Зарайск,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Электрогорск,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Бронницы,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Звенигород,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Хотьково,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Черноголовка,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Электроугли,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Пущино,нет,51-1000000,48122,2361,10953,827,8382,Бизнес
Зетта,Санкт-Петербург,нет,1-10,33092,5337,17605,3872,11280,Эконом
Зетта,Тосно,нет,1-10,33092,5337,17605,3872,11280,Эконом
Зетта,Гатчина,нет,1-10,33092,5337,17605,3872,11280,Эконом
Зетта,Кингисепп,нет,1-10,33092,5337,17605,3872,11280,Эконом
Зетта,Выборг,нет,1-10,33092,5337,17605,3872,11280,Эконом
Зетта,Светогорск,нет,1-10,33092,5337,17605,3872,11280,Эконом
Зетта,Пушкин,нет,1-10,33092,5337,17605,3872,11280,Эконом
Зетта,Мурино,нет,1-10,33092,5337,17605,3872,11280,Эконом
Зетта,Новое Девяткино,нет,1-10,33092,5337,17605,3872,11280,Эконом
Зетта,Кудрово,нет,1-10,33092,5337,17605,3872,11280,Эконом
Зетта,д.Заневка,нет,1-10,33092,5337,17605,3872,11280,Эконом
Зетта,Колпино,нет,1-10,33092,5337,17605,3872,11280,Эконом
Зетта,Санкт-Петербург,нет,1-10,39843,5337,25172,3872,16919,Стандарт
Зетта,Тосно,нет,1-10,39843,5337,25172,3872,16919,Стандарт
Зетта,Гатчина,нет,1-10,39843,5337,25172,3872,16919,Стандарт
Зетта,Кингисепп,нет,1-10,39843,5337,25172,3872,16919,Стандарт
Зетта,Выборг,нет,1-10,39843,5337,25172,3872,16919,Стандарт
Зетта,Светогорск,нет,1-10,39843,5337,25172,3872,16919,Стандарт
Зетта,Пушкин,нет,1-10,39843,5337,25172,3872,16919,Стандарт
Зетта,Мурино,нет,1-10,39843,5337,25172,3872,16919,Стандарт
Зетта,Новое Девяткино,нет,1-10,39843,5337,25172,3872,16919,Стандарт
Зетта,Кудрово,нет,1-10,39843,5337,25172,3872,16919,Стандарт
Зетта,д.Заневка,нет,1-10,39843,5337,25172,3872,16919,Стандарт
Зетта,Колпино,нет,1-10,39843,5337,25172,3872,16919,Стандарт
Зетта,Санкт-Петербург,нет,1-10,50405,5337,32196,3872,30922,Бизнес
Зетта,Тосно,нет,1-10,50405,5337,32196,3872,30922,Бизнес
Зетта,Гатчина,нет,1-10,50405,5337,32196,3872,30922,Бизнес
Зетта,Кингисепп,нет,1-10,50405,5337,32196,3872,30922,Бизнес
Зетта,Выборг,нет,1-10,50405,5337,32196,3872,30922,Бизнес
Зетта,Светогорск,нет,1-10,50405,5337,32196,3872,30922,Бизнес
Зетта,Пушкин,нет,1-10,50405,5337,32196,3872,30922,Бизнес
Зетта,Мурино,нет,1-10,50405,5337,32196,3872,30922,Бизнес
Зетта,Новое Девяткино,нет,1-10,50405,5337,32196,3872,30922,Бизнес
Зетта,Кудрово,нет,1-10,50405,5337,32196,3872,30922,Бизнес
Зетта,д.Заневка,нет,1-10,50405,5337,32196,3872,30922,Бизнес
Зетта,Колпино,нет,1-10,50405,5337,32196,3872,30922,Бизнес
Зетта,Санкт-Петербург,нет,11-50,24175,3900,12861,2829,8240,Эконом
Зетта,Тосно,нет,11-50,24175,3900,12861,2829,8240,Эконом
Зетта,Гатчина,нет,11-50,24175,3900,12861,2829,8240,Эконом
Зетта,Кингисепп,нет,11-50,24175,3900,12861,2829,8240,Эконом
Зетта,Выборг,нет,11-50,24175,3900,12861,2829,8240,Эконом
Зетта,Светогорск,нет,11-50,24175,3900,12861,2829,8240,Эконом
Зетта,Пушкин,нет,11-50,24175,3900,12861,2829,8240,Эконом
Зетта,Мурино,нет,11-50,24175,3900,12861,2829,8240,Эконом
Зетта,Новое Девяткино,нет,11-50,24175,3900,12861,2829,8240,Эконом
Зетта,Кудрово,нет,11-50,24175,3900,12861,2829,8240,Эконом
Зетта,д.Заневка,нет,11-50,24175,3900,12861,2829,8240,Эконом
Зетта,Колпино,нет,11-50,24175,3900,12861,2829,8240,Эконом
Зетта,Санкт-Петербург,нет,11-50,29107,3900,18389,2829,12360,Стандарт
Зетта,Тосно,нет,11-50,29107,3900,18389,2829,12360,Стандарт
Зетта,Гатчина,нет,11-50,29107,3900,18389,2829,12360,Стандарт
Зетта,Кингисепп,нет,11-50,29107,3900,18389,2829,12360,Стандарт
Зетта,Выборг,нет,11-50,29107,3900,18389,2829,12360,Стандарт
Зетта,Светогорск,нет,11-50,29107,3900,18389,2829,12360,Стандарт
Зетта,Пушкин,нет,11-50,29107,3900,18389,2829,12360,Стандарт
Зетта,Мурино,нет,11-50,29107,3900,18389,2829,12360,Стандарт
Зетта,Новое Девяткино,нет,11-50,29107,3900,18389,2829,12360,Стандарт
Зетта,Кудрово,нет,11-50,29107,3900,18389,2829,12360,Стандарт
Зетта,д.Заневка,нет,11-50,29107,3900,18389,2829,12360,Стандарт
Зетта,Колпино,нет,11-50,29107,3900,18389,2829,12360,Стандарт
Зетта,Санкт-Петербург,нет,11-50,36823,3900,23520,2829,22589,Бизнес
Зетта,Тосно,нет,11-50,36823,3900,23520,2829,22589,Бизнес
Зетта,Гатчина,нет,11-50,36823,3900,23520,2829,22589,Бизнес
Зетта,Кингисепп,нет,11-50,36823,3900,23520,2829,22589,Бизнес
Зетта,Выборг,нет,11-50,36823,3900,23520,2829,22589,Бизнес
Зетта,Светогорск,нет,11-50,36823,3900,23520,2829,22589,Бизнес
Зетта,Пушкин,нет,11-50,36823,3900,23520,2829,22589,Бизнес
Зетта,Мурино,нет,11-50,36823,3900,23520,2829,22589,Бизнес
Зетта,Новое Девяткино,нет,11-50,36823,3900,23520,2829,22589,Бизнес
Зетта,Кудрово,нет,11-50,36823,3900,23520,2829,22589,Бизнес
Зетта,д.Заневка,нет,11-50,36823,3900,23520,2829,22589,Бизнес
Зетта,Колпино,нет,11-50,36823,3900,23520,2829,22589,Бизнес
Зетта,Санкт-Петербург,нет,51-1000000,21995,3549,11701,2574,7497,Эконом
Зетта,Тосно,нет,51-1000000,21995,3549,11701,2574,7497,Эконом
Зетта,Гатчина,нет,51-1000000,21995,3549,11701,2574,7497,Эконом
Зетта,Кингисепп,нет,51-1000000,21995,3549,11701,2574,7497,Эконом
Зетта,Выборг,нет,51-1000000,21995,3549,11701,2574,7497,Эконом
Зетта,Светогорск,нет,51-1000000,21995,3549,11701,2574,7497,Эконом
Зетта,Пушкин,нет,51-1000000,21995,3549,11701,2574,7497,Эконом
Зетта,Мурино,нет,51-1000000,21995,3549,11701,2574,7497,Эконом
Зетта,Новое Девяткино,нет,51-1000000,21995,3549,11701,2574,7497,Эконом
Зетта,Кудрово,нет,51-1000000,21995,3549,11701,2574,7497,Эконом
Зетта,д.Заневка,нет,51-1000000,21995,3549,11701,2574,7497,Эконом
Зетта,Колпино,нет,51-1000000,21995,3549,11701,2574,7497,Эконом
Зетта,Санкт-Петербург,нет,51-1000000,26483,3549,16731,2574,11246,Стандарт
Зетта,Тосно,нет,51-1000000,26483,3549,16731,2574,11246,Стандарт
Зетта,Гатчина,нет,51-1000000,26483,3549,16731,2574,11246,Стандарт
Зетта,Кингисепп,нет,51-1000000,26483,3549,16731,2574,11246,Стандарт
Зетта,Выборг,нет,51-1000000,26483,3549,16731,2574,11246,Стандарт
Зетта,Светогорск,нет,51-1000000,26483,3549,16731,2574,11246,Стандарт
Зетта,Пушкин,нет,51-1000000,26483,3549,16731,2574,11246,Стандарт
Зетта,Мурино,нет,51-1000000,26483,3549,16731,2574,11246,Стандарт
Зетта,Новое Девяткино,нет,51-1000000,26483,3549,16731,2574,11246,Стандарт
Зетта,Кудрово,нет,51-1000000,26483,3549,16731,2574,11246,Стандарт
Зетта,д.Заневка,нет,51-1000000,26483,3549,16731,2574,11246,Стандарт
Зетта,Колпино,нет,51-1000000,26483,3549,16731,2574,11246,Стандарт
Зетта,Санкт-Петербург,нет,51-1000000,33503,3549,21400,2574,20553,Бизнес
Зетта,Тосно,нет,51-1000000,33503,3549,21400,2574,20553,Бизнес
Зетта,Гатчина,нет,51-1000000,33503,3549,21400,2574,20553,Бизнес
Зетта,Кингисепп,нет,51-1000000,33503,3549,21400,2574,20553,Бизнес
Зетта,Выборг,нет,51-1000000,33503,3549,21400,2574,20553,Бизнес
Зетта,Светогорск,нет,51-1000000,33503,3549,21400,2574,20553,Бизнес
Зетта,Пушкин,нет,51-1000000,33503,3549,21400,2574,20553,Бизнес
Зетта,Мурино,нет,51-1000000,33503,3549,21400,2574,20553,Бизнес
Зетта,Новое Девяткино,нет,51-1000000,33503,3549,21400,2574,20553,Бизнес
Зетта,Кудрово,нет,51-1000000,33503,3549,21400,2574,20553,Бизнес
Зетта,д.Заневка,нет,51-1000000,33503,3549,21400,2574,20553,Бизнес
Зетта,Колпино,нет,51-1000000,33503,3549,21400,2574,20553,Бизнес
Пари,Владимир,да,1-10,16000,2000,0,2000,0,Стандарт
Пари,Волгоград,да,1-10,16000,2000,0,2000,0,Стандарт
Пари,Воронеж,да,1-10,16000,2000,0,2000,0,Стандарт
Пари,Екатеринбург,да,1-10,16000,2000,0,2000,0,Стандарт
Пари,Казань,да,1-10,16000,2000,0,2000,0,Стандарт
Пари,Калининград,да,1-10,16000,2000,0,2000,0,Стандарт
Пари,Кемерово,да,1-10,16000,2000,0,2000,0,Стандарт
Пари,Краснодар,да,1-10,16000,2000,0,2000,0,Стандарт
Пари,Красноярск,да,1-10,16000,2000,0,2000,0,Стандарт
Пари,Нижний Новгород,да,1-10,16000,2000,0,2000,0,Стандарт
Пари,Новосибирск,да,1-10,16000,2000,0,2000,0,Стандарт
Пари,Омск,да,1-10,16000,2000,0,2000,0,Стандарт
Пари,Ростов-на-Дону,да,1-10,16000,2000,0,2000,0,Стандарт
Пари,Самара,да,1-10,16000,2000,0,2000,0,Стандарт
Пари,Саранск,да,1-10,16000,2000,0,2000,0,Стандарт
Пари,Саратов,да,1-10,16000,2000,0,2000,0,Стандарт
Пари,Тверь,да,1-10,16000,2000,0,2000,0,Стандарт
Пари,Уфа,да,1-10,16000,2000,0,2000,0,Стандарт
Пари,Челябинск,да,1-10,16000,2000,0,2000,0,Стандарт
Пари,Ярославль,да,1-10,16000,2000,0,2000,0,Стандарт
Пари,Другой город,да,1-10,16000,2000,0,2000,0,Стандарт
Пари,Владимир,да,11-50,15000,2000,14000,2000,9000,Стандарт
Пари,Волгоград,да,11-50,15000,2000,14000,2000,9000,Стандарт
Пари,Воронеж,да,11-50,15000,2000,14000,2000,9000,Стандарт
Пари,Екатеринбург,да,11-50,15000,2000,14000,2000,9000,Стандарт
Пари,Казань,да,11-50,15000,2000,14000,2000,9000,Стандарт
Пари,Калининград,да,11-50,15000,2000,14000,2000,9000,Стандарт
Пари,Кемерово,да,11-50,15000,2000,14000,2000,9000,Стандарт
Пари,Краснодар,да,11-50,15000,2000,14000,2000,9000,Стандарт
Пари,Красноярск,да,11-50,15000,2000,14000,2000,9000,Стандарт
Пари,Нижний Новгород,да,11-50,15000,2000,14000,2000,9000,Стандарт
Пари,Новосибирск,да,11-50,15000,2000,14000,2000,9000,Стандарт
Пари,Омск,да,11-50,15000,2000,14000,2000,9000,Стандарт
Пари,Ростов-на-Дону,да,11-50,15000,2000,14000,2000,9000,Стандарт
Пари,Самара,да,11-50,15000,2000,14000,2000,9000,Стандарт
Пари,Саранск,да,11-50,15000,2000,14000,2000,9000,Стандарт
Пари,Саратов,да,11-50,15000,2000,14000,2000,9000,Стандарт
Пари,Тверь,да,11-50,15000,2000,14000,2000,9000,Стандарт
Пари,Уфа,да,11-50,15000,2000,14000,2000,9000,Стандарт
Пари,Челябинск,да,11-50,15000,2000,14000,2000,9000,Стандарт
Пари,Ярославль,да,11-50,15000,2000,14000,2000,9000,Стандарт
Пари,Другой город,да,11-50,15000,2000,14000,2000,9000,Стандарт
Пари,Владимир,да,51-1000000,13000,1500,11000,1500,7000,Стандарт
Пари,Волгоград,да,51-1000000,13000,1500,11000,1500,7000,Стандарт
Пари,Воронеж,да,51-1000000,13000,1500,11000,1500,7000,Стандарт
Пари,Екатеринбург,да,51-1000000,13000,1500,11000,1500,7000,Стандарт
Пари,Казань,да,51-1000000,13000,1500,11000,1500,7000,Стандарт
Пари,Калининград,да,51-1000000,13000,1500,11000,1500,7000,Стандарт
Пари,Кемерово,да,51-1000000,13000,1500,11000,1500,7000,Стандарт
Пари,Краснодар,да,51-1000000,13000,1500,11000,1500,7000,Стандарт
Пари,Красноярск,да,51-1000000,13000,1500,11000,1500,7000,Стандарт
Пари,Нижний Новгород,да,51-1000000,13000,1500,11000,1500,7000,Стандарт
Пари,Новосибирск,да,51-1000000,13000,1500,11000,1500,7000,Стандарт
Пари,Омск,да,51-1000000,13000,1500,11000,1500,7000,Стандарт
Пари,Ростов-на-Дону,да,51-1000000,13000,1500,11000,1500,7000,Стандарт
Пари,Самара,да,51-1000000,13000,1500,11000,1500,7000,Стандарт
Пари,Саранск,да,51-1000000,13000,1500,11000,1500,7000,Стандарт
Пари,Саратов,да,51-1000000,13000,1500,11000,1500,7000,Стандарт
Пари,Тверь,да,51-1000000,13000,1500,11000,1500,7000,Стандарт
Пари,Уфа,да,51-1000000,13000,1500,11000,1500,7000,Стандарт
Пари,Челябинск,да,51-1000000,13000,1500,11000,1500,7000,Стандарт
Пари,Ярославль,да,51-1000000,13000,1500,11000,1500,7000,Стандарт
Пари,Другой город,да,51-1000000,13000,1500,11000,1500,7000,Стандарт
Пари,Санкт-Петербург,нет,1-10,25000,1500,10000,2000,0,Эконом
Пари,Тосно,нет,1-10,25000,1500,10000,2000,0,Эконом
Пари,Гатчина,нет,1-10,25000,1500,10000,2000,0,Эконом
Пари,Кингисепп,нет,1-10,25000,1500,10000,2000,0,Эконом
Пари,Выборг,нет,1-10,25000,1500,10000,2000,0,Эконом
Пари,Светогорск,нет,1-10,25000,1500,10000,2000,0,Эконом
Пари,Пушкин,нет,1-10,25000,1500,10000,2000,0,Эконом
Пари,Мурино,нет,1-10,25000,1500,10000,2000,0,Эконом
Пари,Новое Девяткино,нет,1-10,25000,1500,10000,2000,0,Эконом
Пари,Кудрово,нет,1-10,25000,1500,10000,2000,0,Эконом
Пари,д.Заневка,нет,1-10,25000,1500,10000,2000,0,Эконом
Пари,Колпино,нет,1-10,25000,1500,10000,2000,0,Эконом
Пари,Санкт-Петербург,нет,1-10,35000,1500,10000,2000,0,Стандарт
Пари,Тосно,нет,1-10,35000,1500,10000,2000,0,Стандарт
Пари,Гатчина,нет,1-10,35000,1500,10000,2000,0,Стандарт
Пари,Кингисепп,нет,1-10,35000,1500,10000,2000,0,Стандарт
Пари,Выборг,нет,1-10,35000,1500,10000,2000,0,Стандарт
Пари,Светогорск,нет,1-10,35000,1500,10000,2000,0,Стандарт
Пари,Пушкин,нет,1-10,35000,1500,10000,2000,0,Стандарт
Пари,Мурино,нет,1-10,35000,1500,10000,2000,0,Стандарт
Пари,Новое Девяткино,нет,1-10,35000,1500,10000,2000,0,Стандарт
Пари,Кудрово,нет,1-10,35000,1500,10000,2000,0,Стандарт
Пари,д.Заневка,нет,1-10,35000,1500,10000,2000,0,Стандарт
Пари,Колпино,нет,1-10,35000,1500,10000,2000,0,Стандарт
Пари,Санкт-Петербург,нет,1-10,85000,1500,10000,2000,0,Бизнес
Пари,Тосно,нет,1-10,85000,1500,10000,2000,0,Бизнес
Пари,Гатчина,нет,1-10,85000,1500,10000,2000,0,Бизнес
Пари,Кингисепп,нет,1-10,85000,1500,10000,2000,0,Бизнес
Пари,Выборг,нет,1-10,85000,1500,10000,2000,0,Бизнес
Пари,Светогорск,нет,1-10,85000,1500,10000,2000,0,Бизнес
Пари,Пушкин,нет,1-10,85000,1500,10000,2000,0,Бизнес
Пари,Мурино,нет,1-10,85000,1500,10000,2000,0,Бизнес
Пари,Новое Девяткино,нет,1-10,85000,1500,10000,2000,0,Бизнес
Пари,Кудрово,нет,1-10,85000,1500,10000,2000,0,Бизнес
Пари,д.Заневка,нет,1-10,85000,1500,10000,2000,0,Бизнес
Пари,Колпино,нет,1-10,85000,1500,10000,2000,0,Бизнес
Пари,Санкт-Петербург,нет,11-50,20000,1500,5700,2000,9000,Эконом
Пари,Тосно,нет,11-50,20000,1500,5700,2000,9000,Эконом
Пари,Гатчина,нет,11-50,20000,1500,5700,2000,9000,Эконом
Пари,Кингисепп,нет,11-50,20000,1500,5700,2000,9000,Эконом
Пари,Выборг,нет,11-50,20000,1500,5700,2000,9000,Эконом
Пари,Светогорск,нет,11-50,20000,1500,5700,2000,9000,Эконом
Пари,Пушкин,нет,11-50,20000,1500,5700,2000,9000,Эконом
Пари,Мурино,нет,11-50,20000,1500,5700,2000,9000,Эконом
Пари,Новое Девяткино,нет,11-50,20000,1500,5700,2000,9000,Эконом
Пари,Кудрово,нет,11-50,20000,1500,5700,2000,9000,Эконом
Пари,д.Заневка,нет,11-50,20000,1500,5700,2000,9000,Эконом
Пари,Колпино,нет,11-50,20000,1500,5700,2000,9000,Эконом
Пари,Санкт-Петербург,нет,11-50,28000,1500,5700,2000,9000,Стандарт
Пари,Тосно,нет,11-50,28000,1500,5700,2000,9000,Стандарт
Пари,Гатчина,нет,11-50,28000,1500,5700,2000,9000,Стандарт
Пари,Кингисепп,нет,11-50,28000,1500,5700,2000,9000,Стандарт
Пари,Выборг,нет,11-50,28000,1500,5700,2000,9000,Стандарт
Пари,Светогорск,нет,11-50,28000,1500,5700,2000,9000,Стандарт
Пари,Пушкин,нет,11-50,28000,1500,5700,2000,9000,Стандарт
Пари,Мурино,нет,11-50,28000,1500,5700,2000,9000,Стандарт
Пари,Новое Девяткино,нет,11-50,28000,1500,5700,2000,9000,Стандарт
Пари,Кудрово,нет,11-50,28000,1500,5700,2000,9000,Стандарт
Пари,д.Заневка,нет,11-50,28000,1500,5700,2000,9000,Стандарт
Пари,Колпино,нет,11-50,28000,1500,5700,2000,9000,Стандарт
Пари,Санкт-Петербург,нет,11-50,75000,1500,5700,2000,9000,Бизнес
Пари,Тосно,нет,11-50,75000,1500,5700,2000,9000,Бизнес
Пари,Гатчина,нет,11-50,75000,1500,5700,2000,9000,Бизнес
Пари,Кингисепп,нет,11-50,75000,1500,5700,2000,9000,Бизнес
Пари,Выборг,нет,11-50,75000,1500,5700,2000,9000,Бизнес
Пари,Светогорск,нет,11-50,75000,1500,5700,2000,9000,Бизнес
Пари,Пушкин,нет,11-50,75000,1500,5700,2000,9000,Бизнес
Пари,Мурино,нет,11-50,75000,1500,5700,2000,9000,Бизнес
Пари,Новое Девяткино,нет,11-50,75000,1500,5700,2000,9000,Бизнес
Пари,Кудрово,нет,11-50,75000,1500,5700,2000,9000,Бизнес
Пари,д.Заневка,нет,11-50,75000,1500,5700,2000,9000,Бизнес
Пари,Колпино,нет,11-50,75000,1500,5700,2000,9000,Бизнес
Пари,Санкт-Петербург,нет,51-1000000,17000,1000,4400,1500,7000,Эконом
Пари,Тосно,нет,51-1000000,17000,1000,4400,1500,7000,Эконом
Пари,Гатчина,нет,51-1000000,17000,1000,4400,1500,7000,Эконом
Пари,Кингисепп,нет,51-1000000,17000,1000,4400,1500,7000,Эконом
Пари,Выборг,нет,51-1000000,17000,1000,4400,1500,7000,Эконом
Пари,Светогорск,нет,51-1000000,17000,1000,4400,1500,7000,Эконом
Пари,Пушкин,нет,51-1000000,17000,1000,4400,1500,7000,Эконом
Пари,Мурино,нет,51-1000000,17000,1000,4400,1500,7000,Эконом
Пари,Новое Девяткино,нет,51-1000000,17000,1000,4400,1500,7000,Эконом
Пари,Кудрово,нет,51-1000000,17000,1000,4400,1500,7000,Эконом
Пари,д.Заневка,нет,51-1000000,17000,1000,4400,1500,7000,Эконом
Пари,Колпино,нет,51-1000000,17000,1000,4400,1500,7000,Эконом
Пари,Санкт-Петербург,нет,51-1000000,25000,1000,4400,1500,7000,Стандарт
Пари,Тосно,нет,51-1000000,25000,1000,4400,1500,7000,Стандарт
Пари,Гатчина,нет,51-1000000,25000,1000,4400,1500,7000,Стандарт
Пари,Кингисепп,нет,51-1000000,25000,1000,4400,1500,7000,Стандарт
Пари,Выборг,нет,51-1000000,25000,1000,4400,1500,7000,Стандарт
Пари,Светогорск,нет,51-1000000,25000,1000,4400,1500,7000,Стандарт
Пари,Пушкин,нет,51-1000000,25000,1000,4400,1500,7000,Стандарт
Пари,Мурино,нет,51-1000000,25000,1000,4400,1500,7000,Стандарт
Пари,Новое Девяткино,нет,51-1000000,25000,1000,4400,1500,7000,Стандарт
Пари,Кудрово,нет,51-1000000,25000,1000,4400,1500,7000,Стандарт
Пари,д.Заневка,нет,51-1000000,25000,1000,4400,1500,7000,Стандарт
Пари,Колпино,нет,51-1000000,25000,1000,4400,1500,7000,Стандарт
