Страховщик,Город,Регион,Кол-во_сотрудников,Поликлиника,Стоматология,Скорая_помощь,Госпитализация,Вызов_врача_на_дом,Уровень
Зетта,Архангельск,да,1-10,25137,1857,24066,1868,5021,Стандарт
Зетта,Астрахань,да,1-10,16841,0,16223,1868,6131,Стандарт
Зетта,Барнаул,да,1-10,25302,2270,24040,0,9666,Стандарт
Зетта,Батайск,да,1-10,20344,2334,17690,3561,0,Стандарт
Зетта,Белгород,да,1-10,16816,0,19188,0,0,Стандарт
Зетта,Брянск,да,1-10,17547,1585,19214,0,0,Стандарт
Зетта,Великий Новгород,да,1-10,14215,1341,29946,0,0,Стандарт
Зетта,Владивосток,да,1-10,24294,0,26698,1868,9666,Стандарт
Зетта,Владимир,да,1-10,16348,1626,19994,0,0,Стандарт
Зетта,Волгоград,да,1-10,28907,2888,21963,1868,0,Стандарт
Зетта,Вологда,да,1-10,20755,2079,20708,0,0,Стандарт
Зетта,Воронеж,да,1-10,17402,1694,22046,1868,0,Стандарт
Зетта,Екатеринбург,да,1-10,28921,2885,26973,0,9666,Стандарт
Зетта,Иваново,да,1-10,17492,1887,22028,0,0,Стандарт
Зетта,Ижевск,да,1-10,29642,2976,19549,0,0,Стандарт
Зетта,Иркутск,да,1-10,30420,3040,22853,0,9666,Стандарт
Зетта,Казань,да,1-10,23908,2442,23463,1868,0,Стандарт
Зетта,Калининград,да,1-10,27219,2813,28221,1868,3773,Стандарт
Зетта,Калуга,да,1-10,23234,2334,24191,1868,0,Стандарт
Зетта,Кемерово,да,1-10,19792,1754,19425,0,19798,Стандарт
Зетта,Киров,да,1-10,23234,2334,24191,1868,0,Стандарт
Зетта,Кировск,да,1-10,26663,2538,31816,0,0,Стандарт
Зетта,Краснодар,да,1-10,31817,3185,29414,1868,9666,Стандарт
Зетта,Красноярск,да,1-10,35365,3403,27557,1868,0,Стандарт
Зетта,Курск,да,1-10,14523,1595,15604,0,0,Стандарт
Зетта,Липецк,да,1-10,21095,2118,19899,1868,0,Стандарт
Зетта,Мурманск,да,1-10,26663,2538,31816,0,0,Стандарт
Зетта,Набережные Челны,да,1-10,23908,2442,23463,1868,0,Стандарт
Зетта,Нижний Новгород,да,1-10,23302,2640,20175,2208,4804,Стандарт
Зетта,Нижний Тагил,да,1-10,28921,2885,26973,0,9666,Стандарт
Зетта,Новокузнецк,да,1-10,19792,1754,19425,0,19798,Стандарт
Зетта,Новороссийск,да,1-10,31817,3185,29414,1868,9666,Стандарт
Зетта,Новосибирск,да,1-10,46992,3946,28931,1868,25048,Стандарт
Зетта,Обнинск,да,1-10,23234,2334,24191,1868,0,Стандарт
Зетта,Омск,да,1-10,22094,2233,22942,1868,5659,Стандарт
Зетта,Оренбург,да,1-10,15531,1562,23234,1868,0,Стандарт
Зетта,Пенза,да,1-10,15581,1305,21197,0,0,Стандарт
Зетта,Пермь,да,1-10,21200,2118,25715,0,0,Стандарт
Зетта,Петрозаводск,да,1-10,16908,775,20708,0,0,Стандарт
Зетта,Пятигорск,да,1-10,25159,2191,24319,0,0,Стандарт
Зетта,Минеральные Воды,да,1-10,25159,2191,24319,0,0,Стандарт
Зетта,Ростов-на-Дону,да,1-10,20344,2334,17690,3561,0,Стандарт
Зетта,Рязань,да,1-10,18217,1886,17771,1868,0,Стандарт
Зетта,Самара,да,1-10,28712,2786,23547,1868,9666,Стандарт
Зетта,Саранск,да,1-10,15194,1595,12719,0,0,Стандарт
Зетта,Саратов,да,1-10,24603,2462,16439,1868,4528,Стандарт
Зетта,Смоленск,да,1-10,17025,1595,23463,0,0,Стандарт
Зетта,Сочи,да,1-10,31817,3185,29414,1868,9666,Стандарт
Зетта,Ставрополь,да,1-10,25159,2191,24319,0,0,Стандарт
Зетта,Сургут,да,1-10,21614,2079,20164,0,11319,Стандарт
Зетта,Таганрог,да,1-10,20344,2334,17690,3561,0,Стандарт
Зетта,Тамбов,да,1-10,13784,1789,15351,0,0,Стандарт
Зетта,Тверь,да,1-10,21690,2163,23576,1868,0,Стандарт
Зетта,Тольятти,да,1-10,28712,2786,23547,1868,9666,Стандарт
Зетта,Томск,да,1-10,24137,2290,19174,0,9666,Стандарт
Зетта,Тула,да,1-10,31816,2845,19846,1868,0,Стандарт
Зетта,Тюмень,да,1-10,31425,3147,24681,0,4668,Стандарт
Зетта,Ульяновск,да,1-10,19228,1887,18279,0,0,Стандарт
Зетта,Уфа,да,1-10,23203,2311,27256,1868,9885,Стандарт
Зетта,Хабаровск,да,1-10,27245,2190,22563,0,0,Стандарт
Зетта,Чебоксары,да,1-10,17342,1457,21818,0,0,Стандарт
Зетта,Челябинск,да,1-10,23796,3004,23919,1868,0,Стандарт
Зетта,Чита,да,1-10,15889,1595,20751,0,0,Стандарт
Зетта,Ярославль,да,1-10,19063,1906,20345,1868,0,Стандарт
Зетта,Другой город,да,1-10,24137,2290,19174,0,9666,Стандарт
Зетта,Архангельск,да,11-50,18364,1357,17581,1365,3668,Стандарт
Зетта,Астрахань,да,11-50,12303,0,11852,1365,4479,Стандарт
Зетта,Барнаул,да,11-50,18484,1658,17562,0,7061,Стандарт
Зетта,Батайск,да,11-50,14862,1705,12923,2602,0,Стандарт
Зетта,Белгород,да,11-50,16816,0,19188,0,0,Стандарт
Зетта,Брянск,да,11-50,12819,1158,14037,0,0,Стандарт
Зетта,Великий Новгород,да,11-50,10385,980,21876,0,0,Стандарт
Зетта,Владивосток,да,11-50,17748,0,19504,1365,7061,Стандарт
Зетта,Владимир,да,11-50,11943,1188,14606,0,0,Стандарт
Зетта,Волгоград,да,11-50,21118,2110,16045,1365,0,Стандарт
Зетта,Вологда,да,11-50,15162,1519,15128,0,0,Стандарт
Зетта,Воронеж,да,11-50,12713,1238,16105,1365,0,Стандарт
Зетта,Екатеринбург,да,11-50,21128,2108,19705,0,7061,Стандарт
Зетта,Иваново,да,11-50,12779,1379,16093,0,0,Стандарт
Зетта,Ижевск,да,11-50,21655,2174,14281,0,0,Стандарт
Зетта,Иркутск,да,11-50,22223,2221,16695,0,7061,Стандарт
Зетта,Казань,да,11-50,17466,1784,17141,1365,0,Стандарт
Зетта,Калининград,да,11-50,19885,2055,20617,1365,2756,Стандарт
Зетта,Калуга,да,11-50,16973,1705,17673,1365,0,Стандарт
Зетта,Кемерово,да,11-50,14459,1282,14190,0,14463,Стандарт
Зетта,Киров,да,11-50,16973,1705,17673,1365,0,Стандарт
Зетта,Кировск,да,11-50,19478,1854,23243,0,0,Стандарт
Зетта,Краснодар,да,11-50,23243,2327,21488,1365,7061,Стандарт
Зетта,Красноярск,да,11-50,25835,2486,20132,1365,0,Стандарт
Зетта,Курск,да,11-50,10609,1165,11399,0,0,Стандарт
Зетта,Липецк,да,11-50,15411,1547,14537,1365,0,Стандарт
Зетта,Мурманск,да,11-50,19478,1854,23243,0,0,Стандарт
Зетта,Набережные Челны,да,11-50,17466,1784,17141,1365,0,Стандарт
Зетта,Нижний Новгород,да,11-50,17023,1928,14739,1613,3509,Стандарт
Зетта,Нижний Тагил,да,11-50,21128,2108,19705,0,7061,Стандарт
Зетта,Новокузнецк,да,11-50,14459,1282,14190,0,14463,Стандарт
Зетта,Новороссийск,да,11-50,23243,2327,21488,1365,7061,Стандарт
Зетта,Новосибирск,да,11-50,34330,2883,21135,1365,18299,Стандарт
Зетта,Обнинск,да,11-50,16973,1705,17673,1365,0,Стандарт
Зетта,Омск,да,11-50,16140,1632,16760,1365,4134,Стандарт
Зетта,Оренбург,да,11-50,11346,1141,16973,1365,0,Стандарт
Зетта,Пенза,да,11-50,11383,953,15485,0,0,Стандарт
Зетта,Пермь,да,11-50,15487,1547,18786,0,0,Стандарт
Зетта,Петрозаводск,да,11-50,12352,566,15128,0,0,Стандарт
Зетта,Пятигорск,да,11-50,18380,1600,17766,0,0,Стандарт
Зетта,Минеральные Воды,да,11-50,18380,1600,17766,0,0,Стандарт
Зетта,Ростов-на-Дону,да,11-50,14862,1705,12923,2602,0,Стандарт
Зетта,Рязань,да,11-50,13308,1378,12983,1365,0,Стандарт
Зетта,Самара,да,11-50,20975,2035,17202,1365,7061,Стандарт
Зетта,Саранск,да,11-50,11100,1165,9292,0,0,Стандарт
Зетта,Саратов,да,11-50,17974,1365,12009,1799,3308,Стандарт
Зетта,Смоленск,да,11-50,12438,1165,17141,0,0,Стандарт
Зетта,Сочи,да,11-50,23243,2327,21488,1365,7061,Стандарт
Зетта,Ставрополь,да,11-50,18380,1600,17766,0,0,Стандарт
Зетта,Сургут,да,11-50,15790,1519,14730,0,8269,Стандарт
Зетта,Таганрог,да,11-50,14862,1705,12923,2602,0,Стандарт
Зетта,Тамбов,да,11-50,10069,1307,11214,0,0,Стандарт
Зетта,Тверь,да,11-50,15845,1580,17223,1365,0,Стандарт
Зетта,Тольятти,да,11-50,20975,2035,17202,1365,7061,Стандарт
Зетта,Томск,да,11-50,17633,1673,14007,0,7061,Стандарт
Зетта,Тула,да,11-50,23243,2078,14498,1365,0,Стандарт
Зетта,Тюмень,да,11-50,22957,2299,18030,0,3410,Стандарт
Зетта,Ульяновск,да,11-50,14046,1379,13353,0,0,Стандарт
Зетта,Уфа,да,11-50,16951,1688,19911,1365,7221,Стандарт
Зетта,Хабаровск,да,11-50,19903,1600,16483,0,0,Стандарт
Зетта,Чебоксары,да,11-50,12669,1064,15939,0,0,Стандарт
Зетта,Челябинск,да,11-50,17384,2194,17473,1365,0,Стандарт
Зетта,Чита,да,11-50,11607,1165,15159,0,0,Стандарт
Зетта,Ярославль,да,11-50,13926,1392,14863,1365,0,Стандарт
Зетта,Другой город,да,11-50,16951,1688,19911,1365,7221,Стандарт
Зетта,Архангельск,да,51-1000000,16708,1234,15996,1242,3337,Стандарт
Зетта,Астрахань,да,51-1000000,11194,0,10783,1242,4075,Стандарт
Зетта,Барнаул,да,51-1000000,16818,1509,15979,0,6424,Стандарт
Зетта,Батайск,да,51-1000000,13522,1552,11758,2368,0,Стандарт
Зетта,Белгород,да,51-1000000,11177,0,12754,0,0,Стандарт
Зетта,Брянск,да,51-1000000,11663,1054,12771,0,0,Стандарт
Зетта,Великий Новгород,да,51-1000000,9448,892,19904,0,0,Стандарт
Зетта,Владивосток,да,51-1000000,16148,0,17745,1242,6424,Стандарт
Зетта,Владимир,да,51-1000000,10866,1081,13290,0,0,Стандарт
Зетта,Волгоград,да,51-1000000,19214,1920,14598,1242,0,Стандарт
Зетта,Вологда,да,51-1000000,13795,1382,13764,0,0,Стандарт
Зетта,Воронеж,да,51-1000000,11567,1126,14653,1242,0,Стандарт
Зетта,Екатеринбург,да,51-1000000,19223,1918,17928,0,6424,Стандарт
Зетта,Иваново,да,51-1000000,11626,1254,14642,0,0,Стандарт
Зетта,Ижевск,да,51-1000000,19702,1978,12993,0,0,Стандарт
Зетта,Иркутск,да,51-1000000,20219,2021,15190,0,6424,Стандарт
Зетта,Казань,да,51-1000000,15891,1623,15596,1242,0,Стандарт
Зетта,Калининград,да,51-1000000,18092,1870,18758,1242,2508,Стандарт
Зетта,Калуга,да,51-1000000,15443,1551,16079,1242,0,Стандарт
Зетта,Кемерово,да,51-1000000,13155,1166,12911,0,13159,Стандарт
Зетта,Киров,да,51-1000000,15443,1551,16079,1242,0,Стандарт
Зетта,Кировск,да,51-1000000,17722,1687,21147,0,0,Стандарт
Зетта,Краснодар,да,51-1000000,21148,2117,19551,1242,6424,Стандарт
Зетта,Красноярск,да,51-1000000,23506,2262,18316,1242,0,Стандарт
Зетта,Курск,да,51-1000000,9653,1060,10372,0,0,Стандарт
Зетта,Липецк,да,51-1000000,14021,1408,13226,1242,0,Стандарт
Зетта,Мурманск,да,51-1000000,17722,1687,21147,0,0,Стандарт
Зетта,Набережные Челны,да,51-1000000,15891,1623,15596,1242,0,Стандарт
Зетта,Нижний Новгород,да,51-1000000,15488,1754,13410,1467,3193,Стандарт
Зетта,Нижний Тагил,да,51-1000000,19223,1918,17928,0,6424,Стандарт
Зетта,Новокузнецк,да,51-1000000,13155,1166,12911,0,13159,Стандарт
Зетта,Новороссийск,да,51-1000000,21148,2117,19551,1242,6424,Стандарт
Зетта,Новосибирск,да,51-1000000,31234,2623,19230,1242,16649,Стандарт
Зетта,Обнинск,да,51-1000000,15443,1551,16079,1242,0,Стандарт
Зетта,Омск,да,51-1000000,14685,1485,15249,1242,3762,Стандарт
Зетта,Оренбург,да,51-1000000,10323,1038,15443,1242,0,Стандарт
Зетта,Пенза,да,51-1000000,10356,867,14089,0,0,Стандарт
Зетта,Пермь,да,51-1000000,14091,1408,17092,0,0,Стандарт
Зетта,Петрозаводск,да,51-1000000,11238,515,13764,0,0,Стандарт
Зетта,Пятигорск,да,51-1000000,16723,1456,16164,0,0,Стандарт
Зетта,Минеральные Воды,да,51-1000000,16723,1456,16164,0,0,Стандарт
Зетта,Ростов-на-Дону,да,51-1000000,13522,1552,11758,2368,0,Стандарт
Зетта,Рязань,да,51-1000000,12108,1253,11812,1242,0,Стандарт
Зетта,Самара,да,51-1000000,19084,1852,15651,1242,6424,Стандарт
Зетта,Саранск,да,51-1000000,10099,1060,8454,0,0,Стандарт
Зетта,Саратов,да,51-1000000,16353,1637,10926,1242,3010,Стандарт
Зетта,Смоленск,да,51-1000000,11316,1060,15596,0,0,Стандарт
Зетта,Сочи,да,51-1000000,21148,2117,19551,1242,6424,Стандарт
Зетта,Ставрополь,да,51-1000000,16723,1456,16164,0,0,Стандарт
Зетта,Сургут,да,51-1000000,14366,1382,13402,0,7523,Стандарт
Зетта,Таганрог,да,51-1000000,13522,1552,11758,2368,0,Стандарт
Зетта,Тамбов,да,51-1000000,9162,1189,10203,0,0,Стандарт
Зетта,Тверь,да,51-1000000,14417,1438,15670,1242,0,Стандарт
Зетта,Тольятти,да,51-1000000,19084,1852,15651,1242,6424,Стандарт
Зетта,Томск,да,51-1000000,16043,1522,12744,0,6424,Стандарт
Зетта,Тула,да,51-1000000,21147,1891,13191,1242,0,Стандарт
Зетта,Тюмень,да,51-1000000,20887,2092,16405,0,3102,Стандарт
Зетта,Ульяновск,да,51-1000000,12780,1254,12149,0,0,Стандарт
Зетта,Уфа,да,51-1000000,15422,1536,18116,1242,6570,Стандарт
Зетта,Хабаровск,да,51-1000000,18109,1456,14997,0,0,Стандарт
Зетта,Чебоксары,да,51-1000000,11527,968,14502,0,0,Стандарт
Зетта,Челябинск,да,51-1000000,15816,1996,15898,1242,0,Стандарт
Зетта,Чита,да,51-1000000,10561,1060,13792,0,0,Стандарт
Зетта,Ярославль,да,51-1000000,12670,1267,13523,1242,0,Стандарт
Зетта,Другой город,да,51-1000000,16353,1637,10926,1242,3010,Стандарт
Зетта,Москва,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Балашиха,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Подольск,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Химки,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Мытищи,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Королёв,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Люберцы,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Красногорск,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Электросталь,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Коломна,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Домодедово,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Одинцово,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Серпухов,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Щёлково,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Раменское,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Орехово-Зуево,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Долгопрудный,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Реутов,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Пушкино,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Жуковский,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Ногинск,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Сергиев Посад,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Воскресенск,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Лобня,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Ивантеевка,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Клин,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Видное,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Дубна,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Егорьевск,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Чехов,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Дмитров,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Ступино,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Наро-Фоминск,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Павловский,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Посад,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Фрязино,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Лыткарино,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Дзержинский,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Солнечногорск,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Котельники,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Кашира,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Краснознаменск,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Протвино,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Истра,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Шатура,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Апрелевка,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Дедовск,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Луховицы,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Можайск,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Ликино-Дулёво,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Красноармейск,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Лосино-Петровский,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Озёры,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Старая Купавна,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Зарайск,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Электрогорск,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Бронницы,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Звенигород,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Хотьково,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Черноголовка,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Электроугли,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Пущино,нет,1-10,23032,3534,10364,2038,11487,Эконом
Зетта,Москва,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Балашиха,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Подольск,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Химки,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Мытищи,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Королёв,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Люберцы,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Красногорск,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Электросталь,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Коломна,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Домодедово,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Одинцово,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Серпухов,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Щёлково,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Раменское,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Орехово-Зуево,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Долгопрудный,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Реутов,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Пушкино,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Жуковский,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Ногинск,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Сергиев Посад,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Воскресенск,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Лобня,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Ивантеевка,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Клин,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Видное,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Дубна,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Егорьевск,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Чехов,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Дмитров,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Ступино,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Наро-Фоминск,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Павловский,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Посад,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Фрязино,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Лыткарино,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Дзержинский,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Солнечногорск,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Котельники,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Кашира,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Краснознаменск,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Протвино,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Истра,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Шатура,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Апрелевка,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Дедовск,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Луховицы,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Можайск,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Ликино-Дулёво,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Красноармейск,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Лосино-Петровский,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Озёры,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Старая Купавна,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Зарайск,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Электрогорск,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Бронницы,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Звенигород,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Хотьково,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Черноголовка,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Электроугли,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Пущино,нет,1-10,59238,3534,14810,2038,11487,Стандарт
Зетта,Москва,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Балашиха,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Подольск,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Химки,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Мытищи,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Королёв,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Люберцы,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Красногорск,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Электросталь,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Коломна,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Домодедово,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Одинцово,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Серпухов,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Щёлково,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Раменское,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Орехово-Зуево,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Долгопрудный,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Реутов,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Пушкино,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Жуковский,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Ногинск,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Сергиев Посад,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Воскресенск,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Лобня,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Ивантеевка,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Клин,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Видное,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Дубна,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Егорьевск,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Чехов,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Дмитров,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Ступино,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Наро-Фоминск,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Павловский,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Посад,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Фрязино,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Лыткарино,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Дзержинский,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Солнечногорск,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Котельники,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Кашира,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Краснознаменск,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Протвино,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Истра,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Шатура,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Апрелевка,нет,1-10,72183,3534,16429,2038,15666,Бизнес
Зетта,Дедовск,нет,1-10,72183,3534,16429,2038,15666,Бизнес
