Страховщик,Город,Регион,Кол-во_сотрудников,Поликлиника,Стоматология,Скорая_помощь,Госпитализация,Вызов_врача_на_дом,Уровень
Зетта,Бронницы,нет,11-50,"52934,37","12048,3","1641,92","8694,97","2580,8",Премиум
Зетта,Звенигород,нет,11-50,"52934,37","12048,3","1641,92","8694,97","2580,8",Премиум
Зетта,Хотьково,нет,11-50,"52934,37","12048,3","1641,92","8694,97","2580,8",Премиум
Зетта,Черноголовка,нет,11-50,"52934,37","12048,3","1641,92","8694,97","2580,8",Премиум
Зетта,Электроугли,нет,11-50,"52934,37","12048,3","1641,92","8694,97","2580,8",Премиум
Зетта,Пущино,нет,11-50,"52934,37","12048,3","1641,92","8694,97","2580,8",Премиум
Зетта,Москва,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Балашиха,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Подольск,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Химки,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Мытищи,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Королёв,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Люберцы,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Красногорск,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Электросталь,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Коломна,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Домодедово,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Одинцово,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Серпухов,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Щёлково,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Раменское,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Орехово-Зуево,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Долгопрудный,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Реутов,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Пушкино,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Жуковский,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Ногинск,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Сергиев Посад,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Воскресенск,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Лобня,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Ивантеевка,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Клин,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Видное,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Дубна,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Егорьевск,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Чехов,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Дмитров,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Ступино,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Наро-Фоминск,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Павловский,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Посад,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Фрязино,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Лыткарино,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Дзержинский,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Солнечногорск,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Котельники,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Кашира,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Краснознаменск,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Протвино,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Истра,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Шатура,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Апрелевка,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Дедовск,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Луховицы,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Можайск,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Ликино-Дулёво,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Красноармейск,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Лосино-Петровский,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Озёры,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Старая Купавна,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Зарайск,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Электрогорск,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Бронницы,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Звенигород,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Хотьково,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Черноголовка,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Электроугли,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Пущино,нет,51-300,"15354,96","6909,24","826,7","6145,84","2360,85",Базовый
Зетта,Москва,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Балашиха,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Подольск,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Химки,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Мытищи,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Королёв,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Люберцы,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Красногорск,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Электросталь,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Коломна,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Домодедово,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Одинцово,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Серпухов,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Щёлково,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Раменское,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Орехово-Зуево,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Долгопрудный,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Реутов,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Пушкино,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Жуковский,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Ногинск,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Сергиев Посад,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Воскресенск,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Лобня,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Ивантеевка,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Клин,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Видное,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Дубна,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Егорьевск,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Чехов,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Дмитров,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Ступино,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Наро-Фоминск,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Павловский,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Посад,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Фрязино,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Лыткарино,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Дзержинский,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Солнечногорск,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Котельники,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Кашира,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Краснознаменск,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Протвино,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Истра,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Шатура,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Апрелевка,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Дедовск,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Луховицы,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Можайск,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Ликино-Дулёво,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Красноармейск,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Лосино-Петровский,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Озёры,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Старая Купавна,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Зарайск,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Электрогорск,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Бронницы,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Звенигород,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Хотьково,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Черноголовка,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Электроугли,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Пущино,нет,51-300,"39486,95","9868,19","826,7","6145,84","2360,85",Комфорт
Зетта,Москва,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Балашиха,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Подольск,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Химки,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Мытищи,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Королёв,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Люберцы,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Красногорск,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Электросталь,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Коломна,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Домодедово,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Одинцово,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Серпухов,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Щёлково,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Раменское,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Орехово-Зуево,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Долгопрудный,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Реутов,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Пушкино,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Жуковский,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Ногинск,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Сергиев Посад,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Воскресенск,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Лобня,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Ивантеевка,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Клин,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Видное,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Дубна,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Егорьевск,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Чехов,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Дмитров,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Ступино,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Наро-Фоминск,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Павловский,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Посад,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Фрязино,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Лыткарино,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Дзержинский,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Солнечногорск,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Котельники,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Кашира,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Краснознаменск,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Протвино,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Истра,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Шатура,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Апрелевка,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Дедовск,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Луховицы,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Можайск,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Ликино-Дулёво,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Красноармейск,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Лосино-Петровский,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Озёры,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Старая Купавна,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Зарайск,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Электрогорск,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Бронницы,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Звенигород,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Хотьково,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Черноголовка,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Электроугли,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Пущино,нет,51-300,"48122,17","10953,01","826,7","8381,64","2360,85",Премиум
Зетта,Минеральные Воды,да,1-10,"25159,28","24318,6",#Н/Д,#Н/Д,"2190,79",Комфорт
Зетта,Минеральные Воды,да,11-50,"18379,87","17765,72",#Н/Д,#Н/Д,"1600,5",Комфорт
Зетта,Минеральные Воды,да,51-300,"16722,68","16163,91",#Н/Д,#Н/Д,"1456,2",Комфорт
Пари,Владимир,да,1-10,16000,#Н/Д,2000,#Н/Д,2000,Комфорт
Пари,Волгоград,да,1-10,16000,#Н/Д,2000,#Н/Д,2000,Комфорт
Пари,Воронеж,да,1-10,16000,#Н/Д,2000,#Н/Д,2000,Комфорт
Пари,Екатеринбург,да,1-10,16000,#Н/Д,2000,#Н/Д,2000,Комфорт
Пари,Казань,да,1-10,16000,#Н/Д,2000,#Н/Д,2000,Комфорт
Пари,Калининград,да,1-10,16000,#Н/Д,2000,#Н/Д,2000,Комфорт
Пари,Кемерово,да,1-10,16000,#Н/Д,2000,#Н/Д,2000,Комфорт
Пари,Краснодар,да,1-10,16000,#Н/Д,2000,#Н/Д,2000,Комфорт
Пари,Красноярск,да,1-10,16000,#Н/Д,2000,#Н/Д,2000,Комфорт
Пари,Нижний Новгород,да,1-10,16000,#Н/Д,2000,#Н/Д,2000,Комфорт
Пари,Новосибирск,да,1-10,16000,#Н/Д,2000,#Н/Д,2000,Комфорт
Пари,Омск,да,1-10,16000,#Н/Д,2000,#Н/Д,2000,Комфорт
Пари,Ростов-на-Дону,да,1-10,16000,#Н/Д,2000,#Н/Д,2000,Комфорт
Пари,Самара,да,1-10,16000,#Н/Д,2000,#Н/Д,2000,Комфорт
Пари,Саранск,да,1-10,16000,#Н/Д,2000,#Н/Д,2000,Комфорт
Пари,Саратов,да,1-10,16000,#Н/Д,2000,#Н/Д,2000,Комфорт
Пари,Тверь,да,1-10,16000,#Н/Д,2000,#Н/Д,2000,Комфорт
Пари,Уфа,да,1-10,16000,#Н/Д,2000,#Н/Д,2000,Комфорт
Пари,Челябинск,да,1-10,16000,#Н/Д,2000,#Н/Д,2000,Комфорт
Пари,Ярославль,да,1-10,16000,#Н/Д,2000,#Н/Д,2000,Комфорт
Пари,Владимир,да,11-50,15000,14000,2000,9000,2000,Комфорт
Пари,Волгоград,да,11-50,15000,14000,2000,9000,2000,Комфорт
Пари,Воронеж,да,11-50,15000,14000,2000,9000,2000,Комфорт
Пари,Екатеринбург,да,11-50,15000,14000,2000,9000,2000,Комфорт
Пари,Казань,да,11-50,15000,14000,2000,9000,2000,Комфорт
Пари,Калининград,да,11-50,15000,14000,2000,9000,2000,Комфорт
Пари,Кемерово,да,11-50,15000,14000,2000,9000,2000,Комфорт
Пари,Краснодар,да,11-50,15000,14000,2000,9000,2000,Комфорт
Пари,Красноярск,да,11-50,15000,14000,2000,9000,2000,Комфорт
Пари,Нижний Новгород,да,11-50,15000,14000,2000,9000,2000,Комфорт
Пари,Новосибирск,да,11-50,15000,14000,2000,9000,2000,Комфорт
Пари,Омск,да,11-50,15000,14000,2000,9000,2000,Комфорт
Пари,Ростов-на-Дону,да,11-50,15000,14000,2000,9000,2000,Комфорт
Пари,Самара,да,11-50,15000,14000,2000,9000,2000,Комфорт
Пари,Саранск,да,11-50,15000,14000,2000,9000,2000,Комфорт
Пари,Саратов,да,11-50,15000,14000,2000,9000,2000,Комфорт
Пари,Тверь,да,11-50,15000,14000,2000,9000,2000,Комфорт
Пари,Уфа,да,11-50,15000,14000,2000,9000,2000,Комфорт
Пари,Челябинск,да,11-50,15000,14000,2000,9000,2000,Комфорт
Пари,Ярославль,да,11-50,15000,14000,2000,9000,2000,Комфорт
Пари,Владимир,да,51-300,13000,11000,1500,7000,1500,Комфорт
Пари,Волгоград,да,51-300,13000,11000,1500,7000,1500,Комфорт
Пари,Воронеж,да,51-300,13000,11000,1500,7000,1500,Комфорт
Пари,Екатеринбург,да,51-300,13000,11000,1500,7000,1500,Комфорт
Пари,Казань,да,51-300,13000,11000,1500,7000,1500,Комфорт
Пари,Калининград,да,51-300,13000,11000,1500,7000,1500,Комфорт
Пари,Кемерово,да,51-300,13000,11000,1500,7000,1500,Комфорт
Пари,Краснодар,да,51-300,13000,11000,1500,7000,1500,Комфорт
Пари,Красноярск,да,51-300,13000,11000,1500,7000,1500,Комфорт
Пари,Нижний Новгород,да,51-300,13000,11000,1500,7000,1500,Комфорт
Пари,Новосибирск,да,51-300,13000,11000,1500,7000,1500,Комфорт
Пари,Омск,да,51-300,13000,11000,1500,7000,1500,Комфорт
Пари,Ростов-на-Дону,да,51-300,13000,11000,1500,7000,1500,Комфорт
Пари,Самара,да,51-300,13000,11000,1500,7000,1500,Комфорт
Пари,Саранск,да,51-300,13000,11000,1500,7000,1500,Комфорт
Пари,Саратов,да,51-300,13000,11000,1500,7000,1500,Комфорт
Пари,Тверь,да,51-300,13000,11000,1500,7000,1500,Комфорт
Пари,Уфа,да,51-300,13000,11000,1500,7000,1500,Комфорт
Пари,Челябинск,да,51-300,13000,11000,1500,7000,1500,Комфорт
Пари,Ярославль,да,51-300,13000,11000,1500,7000,1500,Комфорт
Пари,Санкт-Петербург,нет,1-10,25000,10000,2000,#Н/Д,1500,Базовый
Пари,Тосно,нет,1-10,25000,10000,2000,#Н/Д,1500,Базовый
Пари,Гатчина,нет,1-10,25000,10000,2000,#Н/Д,1500,Базовый
Пари,Кингисепп,нет,1-10,25000,10000,2000,#Н/Д,1500,Базовый
Пари,Выборг,нет,1-10,25000,10000,2000,#Н/Д,1500,Базовый
Пари,Светогорск,нет,1-10,25000,10000,2000,#Н/Д,1500,Базовый
Пари,Пушкин,нет,1-10,25000,10000,2000,#Н/Д,1500,Базовый
Пари,Мурино,нет,1-10,25000,10000,2000,#Н/Д,1500,Базовый
Пари,Новое Девяткино,нет,1-10,25000,10000,2000,#Н/Д,1500,Базовый
Пари,Кудрово,нет,1-10,25000,10000,2000,#Н/Д,1500,Базовый
Пари,д.Заневка,нет,1-10,25000,10000,2000,#Н/Д,1500,Базовый
Пари,Колпино,нет,1-10,25000,10000,2000,#Н/Д,1500,Базовый
Пари,Санкт-Петербург,нет,1-10,35000,10000,2000,#Н/Д,1500,Комфорт
Пари,Тосно,нет,1-10,35000,10000,2000,#Н/Д,1500,Комфорт
Пари,Гатчина,нет,1-10,35000,10000,2000,#Н/Д,1500,Комфорт
Пари,Кингисепп,нет,1-10,35000,10000,2000,#Н/Д,1500,Комфорт
Пари,Выборг,нет,1-10,35000,10000,2000,#Н/Д,1500,Комфорт
Пари,Светогорск,нет,1-10,35000,10000,2000,#Н/Д,1500,Комфорт
Пари,Пушкин,нет,1-10,35000,10000,2000,#Н/Д,1500,Комфорт
Пари,Мурино,нет,1-10,35000,10000,2000,#Н/Д,1500,Комфорт
Пари,Новое Девяткино,нет,1-10,35000,10000,2000,#Н/Д,1500,Комфорт
Пари,Кудрово,нет,1-10,35000,10000,2000,#Н/Д,1500,Комфорт
Пари,д.Заневка,нет,1-10,35000,10000,2000,#Н/Д,1500,Комфорт
Пари,Колпино,нет,1-10,35000,10000,2000,#Н/Д,1500,Комфорт
Пари,Санкт-Петербург,нет,1-10,85000,10000,2000,#Н/Д,1500,Премиум
Пари,Тосно,нет,1-10,85000,10000,2000,#Н/Д,1500,Премиум
Пари,Гатчина,нет,1-10,85000,10000,2000,#Н/Д,1500,Премиум
Пари,Кингисепп,нет,1-10,85000,10000,2000,#Н/Д,1500,Премиум
Пари,Выборг,нет,1-10,85000,10000,2000,#Н/Д,1500,Премиум
Пари,Светогорск,нет,1-10,85000,10000,2000,#Н/Д,1500,Премиум
Пари,Пушкин,нет,1-10,85000,10000,2000,#Н/Д,1500,Премиум
Пари,Мурино,нет,1-10,85000,10000,2000,#Н/Д,1500,Премиум
Пари,Новое Девяткино,нет,1-10,85000,10000,2000,#Н/Д,1500,Премиум
Пари,Кудрово,нет,1-10,85000,10000,2000,#Н/Д,1500,Премиум
Пари,д.Заневка,нет,1-10,85000,10000,2000,#Н/Д,1500,Премиум
Пари,Колпино,нет,1-10,85000,10000,2000,#Н/Д,1500,Премиум
Пари,Санкт-Петербург,нет,11-50,20000,5700,2000,9000,1500,Базовый
Пари,Тосно,нет,11-50,20000,5700,2000,9000,1500,Базовый
Пари,Гатчина,нет,11-50,20000,5700,2000,9000,1500,Базовый
Пари,Кингисепп,нет,11-50,20000,5700,2000,9000,1500,Базовый
Пари,Выборг,нет,11-50,20000,5700,2000,9000,1500,Базовый
Пари,Светогорск,нет,11-50,20000,5700,2000,9000,1500,Базовый
Пари,Пушкин,нет,11-50,20000,5700,2000,9000,1500,Базовый
Пари,Мурино,нет,11-50,20000,5700,2000,9000,1500,Базовый
Пари,Новое Девяткино,нет,11-50,20000,5700,2000,9000,1500,Базовый
Пари,Кудрово,нет,11-50,20000,5700,2000,9000,1500,Базовый
Пари,д.Заневка,нет,11-50,20000,5700,2000,9000,1500,Базовый
Пари,Колпино,нет,11-50,20000,5700,2000,9000,1500,Базовый
Пари,Санкт-Петербург,нет,11-50,28000,5700,2000,9000,1500,Комфорт
Пари,Тосно,нет,11-50,28000,5700,2000,9000,1500,Комфорт
Пари,Гатчина,нет,11-50,28000,5700,2000,9000,1500,Комфорт
