Страховщик,Город,Регион,Кол-во_сотрудников,Поликлиника,Стоматология,Скорая_помощь,Госпитализация,Вызов_врача_на_дом,Уровень
Зетта,Архангельск,да,1-10,"25136,91","24066,33","1868,03","5021,12","1856,99",Комфорт
Зетта,Астрахань,да,1-10,"16841,44","16223,38","1868,03","6131,39",#Н/Д,Комфорт
Зетта,Барнаул,да,1-10,"25302,45","24039,86",#Н/Д,"9665,52","2269,66",Комфорт
Зетта,Батайск,да,1-10,"20344,1","17690,21","3561,24",#Н/Д,"2334,38",Комфорт
Зетта,Белгород,да,1-10,"16816,33","19188,16",#Н/Д,#Н/Д,#Н/Д,Комфорт
Зетта,Брянск,да,1-10,"17547,36","19214,2",#Н/Д,#Н/Д,"1585,11",Комфорт
Зетта,Великий Новгород,да,1-10,"14215,12","29945,55",#Н/Д,#Н/Д,"1341,34",Комфорт
Зетта,Владивосток,да,1-10,"24294,03","26697,57","1868,03","9665,52",#Н/Д,Комфорт
Зетта,Владимир,да,1-10,"16347,65","19994,04",#Н/Д,#Н/Д,"1625,95",Комфорт
Зетта,Волгоград,да,1-10,"28906,79","21962,82","1868,03",#Н/Д,"2888,09",Комфорт
Зетта,Вологда,да,1-10,"20754,82","20707,76",#Н/Д,#Н/Д,"2079,47",Комфорт
Зетта,Воронеж,да,1-10,"17402,1","22045,74","1868,03",#Н/Д,"1694,41",Комфорт
Зетта,Екатеринбург,да,1-10,"28920,96","26973,38",#Н/Д,"9665,52","2885,17",Комфорт
Зетта,Иваново,да,1-10,"17491,87","22028,24",#Н/Д,#Н/Д,"1886,94",Комфорт
Зетта,Ижевск,да,1-10,"29641,91","19548,5",#Н/Д,#Н/Д,"2975,61",Комфорт
Зетта,Иркутск,да,1-10,"30419,8","22852,81",#Н/Д,"9665,52","3039,78",Комфорт
Зетта,Казань,да,1-10,"23907,83","23463,46","1868,03",#Н/Д,"2441,68",Комфорт
Зетта,Калининград,да,1-10,"27219,27","28221,21","1868,03","3772,95","2812,71",Комфорт
Зетта,Калуга,да,1-10,"23233,98","24191,47","1868,03",#Н/Д,"2333,84",Комфорт
Зетта,Кемерово,да,1-10,"19791,73","19424,52",#Н/Д,"19797,62","1754,31",Комфорт
Зетта,Киров,да,1-10,"23233,98","24191,47","1868,03",#Н/Д,"2333,84",Комфорт
Зетта,Кировск,да,1-10,"26663,07","31816,13",#Н/Д,#Н/Д,"2537,65",Комфорт
Зетта,Краснодар,да,1-10,"31816,57","29414,37","1868,03","9665,52","3184,66",Комфорт
Зетта,Красноярск,да,1-10,"35364,81","27557,14","1868,03",#Н/Д,"3403,45",Комфорт
Зетта,Курск,да,1-10,"14522,69","15603,9",#Н/Д,#Н/Д,"1594,84",Комфорт
Зетта,Липецк,да,1-10,"21094,77","19898,75","1868,03",#Н/Д,"2117,97",Комфорт
Зетта,Мурманск,да,1-10,"26663,07","31816,13",#Н/Д,#Н/Д,"2537,65",Комфорт
Зетта,Набережные Челны,да,1-10,"23907,83","23463,46","1868,03",#Н/Д,"2441,68",Комфорт
Зетта,Нижний Новгород,да,1-10,"23301,86","20174,91","2207,65","4803,66","2639,55",Комфорт
Зетта,Нижний Тагил,да,1-10,"28920,96","26973,38",#Н/Д,"9665,52","2885,17",Комфорт
Зетта,Новокузнецк,да,1-10,"19791,73","19424,52",#Н/Д,"19797,62","1754,31",Комфорт
Зетта,Новороссийск,да,1-10,"31816,57","29414,37","1868,03","9665,52","3184,66",Комфорт
Зетта,Новосибирск,да,1-10,"46992,17","28931,02","1868,03","25048,43","3946,39",Комфорт
Зетта,Обнинск,да,1-10,"23233,98","24191,47","1868,03",#Н/Д,"2333,84",Комфорт
Зетта,Омск,да,1-10,"22093,66","22941,6","1868,03","5659,35","2233,49",Комфорт
Зетта,Оренбург,да,1-10,"15530,86","23233,98","1868,03",#Н/Д,"1561,78",Комфорт
Зетта,Пенза,да,1-10,"15580,98","21196,94",#Н/Д,#Н/Д,"1305,07",Комфорт
Зетта,Пермь,да,1-10,"21199,78","25715,47",#Н/Д,#Н/Д,"2117,97",Комфорт
Зетта,Петрозаводск,да,1-10,"16907,74","20707,76",#Н/Д,#Н/Д,"775,08",Комфорт
Зетта,Пятигорск,да,1-10,"25159,28","24318,6",#Н/Д,#Н/Д,"2190,79",Комфорт
Зетта,Ростов-на-Дону,да,1-10,"20344,1","17690,21","3561,24",#Н/Д,"2334,38",Комфорт
Зетта,Рязань,да,1-10,"18216,58","17771,2","1868,03",#Н/Д,"1885,67",Комфорт
Зетта,Самара,да,1-10,"28712,16","23547,09","1868,03","9665,52","2785,55",Комфорт
Зетта,Саранск,да,1-10,"15194,18","12719,16",#Н/Д,#Н/Д,"1594,84",Комфорт
Зетта,Саратов,да,1-10,"24603,08","16438,86","1868,03","4527,86","2462,19",Комфорт
Зетта,Смоленск,да,1-10,"17025,17","23463,46",#Н/Д,#Н/Д,"1594,84",Комфорт
Зетта,Сочи,да,1-10,"31816,57","29414,37","1868,03","9665,52","3184,66",Комфорт
Зетта,Ставрополь,да,1-10,"25159,28","24318,6",#Н/Д,#Н/Д,"2190,79",Комфорт
Зетта,Сургут,да,1-10,"21613,76","20163,59",#Н/Д,"11318,55","2079,47",Комфорт
Зетта,Таганрог,да,1-10,"20344,1","17690,21","3561,24",#Н/Д,"2334,38",Комфорт
Зетта,Тамбов,да,1-10,"13783,51","15350,54",#Н/Д,#Н/Д,"1789,31",Комфорт
Зетта,Тверь,да,1-10,"21689,86","23576,26","1868,03",#Н/Д,"2162,7",Комфорт
Зетта,Тольятти,да,1-10,"28712,16","23547,09","1868,03","9665,52","2785,55",Комфорт
Зетта,Томск,да,1-10,"24137,41","19173,62",#Н/Д,"9665,52","2289,62",Комфорт
Зетта,Тула,да,1-10,"31816,13","19846,24","1868,03",#Н/Д,"2844,83",Комфорт
Зетта,Тюмень,да,1-10,"31425,23","24680,87",#Н/Д,"4667,53","3146,74",Комфорт
Зетта,Ульяновск,да,1-10,"19227,52","18278,78",#Н/Д,#Н/Д,"1886,94",Комфорт
Зетта,Уфа,да,1-10,"23202,87","27255,71","1868,03","9884,74","2310,5",Комфорт
Зетта,Хабаровск,да,1-10,"27244,9","22563,05",#Н/Д,#Н/Д,"2189,98",Комфорт
Зетта,Чебоксары,да,1-10,"17342,38","21818,21",#Н/Д,#Н/Д,"1456,76",Комфорт
Зетта,Челябинск,да,1-10,"23795,59","23918,53","1868,03",#Н/Д,"3003,61",Комфорт
Зетта,Чита,да,1-10,"15888,69","20750,55",#Н/Д,#Н/Д,"1594,84",Комфорт
Зетта,Ярославль,да,1-10,"19062,51","20344,76","1868,03",#Н/Д,1906,Комфорт
Зетта,Другой город,да,1-10,"23202,87","27255,71","1868,03","9884,74","2310,5",Комфорт
Зетта,Архангельск,да,11-50,"18363,53","17581,43","1364,96","3668,16","1356,64",Комфорт
Зетта,Астрахань,да,11-50,"12303,37","11851,85","1364,96","4479,26",#Н/Д,Комфорт
Зетта,Барнаул,да,11-50,"18484,46","17562,09",#Н/Д,"7061,08","1658,12",Комфорт
Зетта,Батайск,да,11-50,"14862,19","12923,43","2601,68",#Н/Д,"1705,39",Комфорт
Зетта,Белгород,да,11-50,"16816,33","19188,16",#Н/Д,#Н/Д,#Н/Д,Комфорт
Зетта,Брянск,да,11-50,"12819,07","14036,76",#Н/Д,#Н/Д,"1158,03",Комфорт
Зетта,Великий Новгород,да,11-50,"10384,74","21876,43",#Н/Д,#Н/Д,"979,94",Комфорт
Зетта,Владивосток,да,11-50,"17747,78","19503,65","1364,96","7061,08",#Н/Д,Комфорт
Зетта,Владимир,да,11-50,"11942,64","14606,47",#Н/Д,#Н/Д,"1187,86",Комфорт
Зетта,Волгоград,да,11-50,"21117,58","16044,73","1364,96",#Н/Д,"2109,9",Комфорт
Зетта,Вологда,да,11-50,"15162,25","15127,87",#Н/Д,#Н/Д,"1519,17",Комфорт
Зетта,Воронеж,да,11-50,"12712,95","16105,31","1364,96",#Н/Д,"1237,87",Комфорт
Зетта,Екатеринбург,да,11-50,"21127,93","19705,14",#Н/Д,"7061,08","2107,77",Комфорт
Зетта,Иваново,да,11-50,"12778,53","16092,53",#Н/Д,#Н/Д,"1378,52",Комфорт
Зетта,Ижевск,да,11-50,"21654,61","14280,98",#Н/Д,#Н/Д,"2173,84",Комфорт
Зетта,Иркутск,да,11-50,"22222,89","16694,91",#Н/Д,"7061,08","2220,72",Комфорт
Зетта,Казань,да,11-50,"17465,64","17141,01","1364,96",#Н/Д,"1783,78",Комфорт
Зетта,Калининград,да,11-50,"19884,78","20616,73","1364,96","2756,33","2054,84",Комфорт
Зетта,Калуга,да,11-50,"16973,37","17672,85","1364,96",#Н/Д,1705,Комфорт
Зетта,Кемерово,да,11-50,"14458,67","14190,41",#Н/Д,"14462,97","1281,63",Комфорт
Зетта,Киров,да,11-50,"16973,37","17672,85","1364,96",#Н/Д,1705,Комфорт
Зетта,Кировск,да,11-50,"19478,45","23242,96",#Н/Д,#Н/Д,"1853,89",Комфорт
Зетта,Краснодар,да,11-50,"23243,28","21488,38","1364,96","7061,08","2326,56",Комфорт
Зетта,Красноярск,да,11-50,"25835,41","20131,61","1364,96",#Н/Д,"2486,39",Комфорт
Зетта,Курск,да,11-50,"10609,43","11399,29",#Н/Д,#Н/Д,"1165,13",Комфорт
Зетта,Липецк,да,11-50,"15410,59","14536,85","1364,96",#Н/Д,"1547,3",Комфорт
Зетта,Мурманск,да,11-50,"19478,45","23242,96",#Н/Д,#Н/Д,"1853,89",Комфорт
Зетта,Набережные Челны,да,11-50,"17465,64","17141,01","1364,96",#Н/Д,"1783,78",Комфорт
Зетта,Нижний Новгород,да,11-50,"17022,96","14738,6","1613,11","3509,3","1928,34",Комфорт
Зетта,Нижний Тагил,да,11-50,"21127,93","19705,14",#Н/Д,"7061,08","2107,77",Комфорт
Зетта,Новокузнецк,да,11-50,"14458,67","14190,41",#Н/Д,"14462,97","1281,63",Комфорт
Зетта,Новороссийск,да,11-50,"23243,28","21488,38","1364,96","7061,08","2326,56",Комфорт
Зетта,Новосибирск,да,11-50,"34329,65","21135,28","1364,96","18298,89","2883,03",Комфорт
Зетта,Обнинск,да,11-50,"16973,37","17672,85","1364,96",#Н/Д,1705,Комфорт
Зетта,Омск,да,11-50,"16140,32","16759,77","1364,96","4134,42","1631,69",Комфорт
Зетта,Оренбург,да,11-50,"11345,94","16973,37","1364,96",#Н/Д,"1140,98",Комфорт
Зетта,Пенза,да,11-50,"11382,55","15485,23",#Н/Д,#Н/Д,"953,45",Комфорт
Зетта,Пермь,да,11-50,"15487,31","18786,19",#Н/Д,#Н/Д,"1547,3",Комфорт
Зетта,Петрозаводск,да,11-50,"12351,8","15127,87",#Н/Д,#Н/Д,"566,27",Комфорт
Зетта,Пятигорск,да,11-50,"18379,87","17765,72",#Н/Д,#Н/Д,"1600,5",Комфорт
Зетта,Ростов-на-Дону,да,11-50,"14862,19","12923,43","2601,68",#Н/Д,"1705,39",Комфорт
Зетта,Рязань,да,11-50,"13307,96","12982,6","1364,96",#Н/Д,"1377,6",Комфорт
Зетта,Самара,да,11-50,"20975,39","17202,1","1364,96","7061,08","2034,99",Комфорт
Зетта,Саранск,да,11-50,"11099,98","9291,89",#Н/Д,#Н/Д,"1165,13",Комфорт
Зетта,Саратов,да,11-50,"17973,55","12009,27","1798,77","3307,82","1364,96",Комфорт
Зетта,Смоленск,да,11-50,"12437,59","17141,01",#Н/Д,#Н/Д,"1165,13",Комфорт
Зетта,Сочи,да,11-50,"23243,28","21488,38","1364,96","7061,08","2326,56",Комфорт
Зетта,Ставрополь,да,11-50,"18379,87","17765,72",#Н/Д,#Н/Д,"1600,5",Комфорт
Зетта,Сургут,да,11-50,"15789,73","14730,33",#Н/Д,"8268,68","1519,17",Комфорт
Зетта,Таганрог,да,11-50,"14862,19","12923,43","2601,68",#Н/Д,"1705,39",Комфорт
Зетта,Тамбов,да,11-50,"10069,43","11214,21",#Н/Д,#Н/Д,"1307,2",Комфорт
Зетта,Тверь,да,11-50,"15845,33","17223,41","1364,96",#Н/Д,"1579,98",Комфорт
Зетта,Тольятти,да,11-50,"20975,39","17202,1","1364,96","7061,08","2034,99",Комфорт
Зетта,Томск,да,11-50,"17633,36","14007,11",#Н/Д,"7061,08","1672,7",Комфорт
Зетта,Тула,да,11-50,"23242,96","14498,49","1364,96",#Н/Д,"2078,3",Комфорт
Зетта,Тюмень,да,11-50,"22957,4","18030,38",#Н/Д,"3409,85","2298,86",Комфорт
Зетта,Ульяновск,да,11-50,"14046,49","13353,4",#Н/Д,#Н/Д,"1378,52",Комфорт
Зетта,Уфа,да,11-50,"16950,64","19911,4","1364,96","7221,23","1687,95",Комфорт
Зетта,Хабаровск,да,11-50,"19903,5","16483,22",#Н/Д,#Н/Д,"1599,91",Комфорт
Зетта,Чебоксары,да,11-50,"12669,32","15939,09",#Н/Д,#Н/Д,"1064,26",Комфорт
Зетта,Челябинск,да,11-50,"17383,64","17473,46","1364,96",#Н/Д,"2194,29",Комфорт
Зетта,Чита,да,11-50,"11607,35","15159,12",#Н/Д,#Н/Д,"1165,13",Комфорт
Зетта,Ярославль,да,11-50,"13925,95","14862,68","1364,96",#Н/Д,"1392,45",Комфорт
Зетта,Другой город,да,11-50,"20975,39","17202,1","1364,96","7061,08","2034,99",Комфорт
Зетта,Архангельск,да,51-300,"16707,82","15996,23","1241,52","3337,44","1234,34",Комфорт
Зетта,Астрахань,да,51-300,"11194,06","10783,26","1241,52","4075,41",#Н/Д,Комфорт
Зетта,Барнаул,да,51-300,"16817,85","15978,64",#Н/Д,"6424,44","1508,63",Комфорт
Зетта,Батайск,да,51-300,"13522,17","11758,21","2367,61",#Н/Д,"1551,64",Комфорт
Зетта,Белгород,да,51-300,"11177,37","12753,86",#Н/Д,#Н/Д,#Н/Д,Комфорт
Зетта,Брянск,да,51-300,"11663,26","12771,17",#Н/Д,#Н/Д,"1053,63",Комфорт
Зетта,Великий Новгород,да,51-300,"9448,43","19903,98",#Н/Д,#Н/Д,"891,6",Комфорт
Зетта,Владивосток,да,51-300,"16147,58","17745,14","1241,52","6424,44",#Н/Д,Комфорт
Зетта,Владимир,да,51-300,"10865,85","13289,5",#Н/Д,#Н/Д,"1080,77",Комфорт
Зетта,Волгоград,да,51-300,"19213,55","14598,09","1241,52",#Н/Д,"1919,68",Комфорт
Зетта,Вологда,да,51-300,"13795,17","13763,89",#Н/Д,#Н/Д,"1382,21",Комфорт
Зетта,Воронеж,да,51-300,"11566,72","14653,21","1241,52",#Н/Д,"1126,27",Комфорт
Зетта,Екатеринбург,да,51-300,"19222,97","17928,46",#Н/Д,"6424,44","1917,74",Комфорт
Зетта,Иваново,да,51-300,"11626,38","14641,58",#Н/Д,#Н/Д,"1254,24",Комфорт
Зетта,Ижевск,да,51-300,"19702,16","12993,37",#Н/Д,#Н/Д,"1977,85",Комфорт
Зетта,Иркутск,да,51-300,"20219,2","15189,64",#Н/Д,"6424,44","2020,5",Комфорт
Зетта,Казань,да,51-300,"15890,88","15595,52","1241,52",#Н/Д,"1622,96",Комфорт
Зетта,Калининград,да,51-300,"18091,9","18757,86","1241,52","2507,82","1869,58",Комфорт
Зетта,Калуга,да,51-300,15443,"16079,41","1241,52",#Н/Д,"1551,29",Комфорт
Зетта,Кемерово,да,51-300,"13155,03","12910,96",#Н/Д,"13158,95","1166,09",Комфорт
Зетта,Киров,да,51-300,15443,"16079,41","1241,52",#Н/Д,"1551,29",Комфорт
Зетта,Кировск,да,51-300,"17722,21","21147,3",#Н/Д,#Н/Д,"1686,75",Комфорт
Зетта,Краснодар,да,51-300,"21147,59","19550,92","1241,52","6424,44","2116,8",Комфорт
Зетта,Красноярск,да,51-300,23506,"18316,47","1241,52",#Н/Д,"2262,22",Комфорт
Зетта,Курск,да,51-300,"9652,85","10371,5",#Н/Д,#Н/Д,"1060,09",Комфорт
Зетта,Липецк,да,51-300,"14021,12","13226,17","1241,52",#Н/Д,"1407,81",Комфорт
Зетта,Мурманск,да,51-300,"17722,21","21147,3",#Н/Д,#Н/Д,"1686,75",Комфорт
Зетта,Набережные Челны,да,51-300,"15890,88","15595,52","1241,52",#Н/Д,"1622,96",Комфорт
Зетта,Нижний Новгород,да,51-300,"15488,11","13409,72","1467,23","3192,9","1754,48",Комфорт
Зетта,Нижний Тагил,да,51-300,"19222,97","17928,46",#Н/Д,"6424,44","1917,74",Комфорт
Зетта,Новокузнецк,да,51-300,"13155,03","12910,96",#Н/Д,"13158,95","1166,09",Комфорт
Зетта,Новороссийск,да,51-300,"21147,59","19550,92","1241,52","6424,44","2116,8",Комфорт
Зетта,Новосибирск,да,51-300,"31234,37","19229,65","1241,52",16649,"2623,1",Комфорт
Зетта,Обнинск,да,51-300,15443,"16079,41","1241,52",#Н/Д,"1551,29",Комфорт
Зетта,Омск,да,51-300,"14685,06","15248,66","1241,52","3761,65","1484,59",Комфорт
Зетта,Оренбург,да,51-300,"10322,96",15443,"1241,52",#Н/Д,"1038,12",Комфорт
Зетта,Пенза,да,51-300,"10356,27","14089,03",#Н/Д,#Н/Д,"867,49",Комфорт
Зетта,Пермь,да,51-300,"14090,92","17092,37",#Н/Д,#Н/Д,"1407,81",Комфорт
Зетта,Петрозаводск,да,51-300,"11238,13","13763,89",#Н/Д,#Н/Д,"515,22",Комфорт
Зетта,Пятигорск,да,51-300,"16722,68","16163,91",#Н/Д,#Н/Д,"1456,2",Комфорт
Зетта,Ростов-на-Дону,да,51-300,"13522,17","11758,21","2367,61",#Н/Д,"1551,64",Комфорт
Зетта,Рязань,да,51-300,"12108,08","11812,05","1241,52",#Н/Д,"1253,4",Комфорт
Зетта,Самара,да,51-300,"19084,18","15651,11","1241,52","6424,44","1851,52",Комфорт
Зетта,Саранск,да,51-300,"10099,18","8454,11",#Н/Д,#Н/Д,"1060,09",Комфорт
Зетта,Саратов,да,51-300,16353,"10926,48","1241,52","3009,59","1636,6",Комфорт
Зетта,Смоленск,да,51-300,"11316,18","15595,52",#Н/Д,#Н/Д,"1060,09",Комфорт
Зетта,Сочи,да,51-300,"21147,59","19550,92","1241,52","6424,44","2116,8",Комфорт
Зетта,Ставрополь,да,51-300,"16722,68","16163,91",#Н/Д,#Н/Д,"1456,2",Комфорт
Зетта,Сургут,да,51-300,"14366,08","13402,2",#Н/Д,"7523,16","1382,21",Комфорт
Зетта,Таганрог,да,51-300,"13522,17","11758,21","2367,61",#Н/Д,"1551,64",Комфорт
Зетта,Тамбов,да,51-300,"9161,54","10203,1",#Н/Д,#Н/Д,"1189,35",Комфорт
Зетта,Тверь,да,51-300,"14416,66","15670,5","1241,52",#Н/Д,"1437,54",Комфорт
Зетта,Тольятти,да,51-300,"19084,18","15651,11","1241,52","6424,44","1851,52",Комфорт
Зетта,Томск,да,51-300,"16043,48","12744,19",#Н/Д,"6424,44","1521,89",Комфорт
Зетта,Тула,да,51-300,"21147,3","13191,26","1241,52",#Н/Д,"1890,93",Комфорт
Зетта,Тюмень,да,51-300,"20887,48","16404,7",#Н/Д,"3102,42","2091,6",Комфорт
Зетта,Ульяновск,да,51-300,"12780,02","12149,42",#Н/Д,#Н/Д,"1254,24",Комфорт
Зетта,Уфа,да,51-300,"15422,31","18116,12","1241,52","6570,15","1535,77",Комфорт
Зетта,Хабаровск,да,51-300,"18108,93","14997,04",#Н/Д,#Н/Д,"1455,67",Комфорт
Зетта,Чебоксары,да,51-300,"11527,02","14501,97",#Н/Д,#Н/Д,"968,32",Комфорт
Зетта,Челябинск,да,51-300,"15816,28",15898,"1241,52",#Н/Д,"1996,46",Комфорт
Зетта,Чита,да,51-300,"10560,8","13792,33",#Н/Д,#Н/Д,"1060,09",Комфорт
Зетта,Ярославль,да,51-300,"12670,34","13522,61","1241,52",#Н/Д,"1266,91",Комфорт
Зетта,Другой город,да,51-300,16353,"10926,48","1241,52","3009,59","1636,6",Комфорт
Зетта,Другой город,да,51-300,"19623,6","13111,77","1489,83","3611,51","1963,92",Премиум
Зетта,Другой город,да,51-300,"14717,7","9833,83","1117,37","2708,63","1472,94",Базовый
Зетта,Другой город,да,1-10,"27843,44","32706,85","2241,64","11861,69","2772,6",Премиум
Зетта,Другой город,да,1-10,"20882,58","24530,14","1681,23","8896,27","2079,45",Базовый
Зетта,Другой город,да,11-50,"25170,47","20642,52","1637,96","8473,29","2441,99",Премиум
Зетта,Другой город,да,11-50,"18877,85","15481,89","1228,47","6354,97","1831,49",Базовый
Зетта,Санкт-Петербург,нет,1-10,"33092,04","17604,76","3872,17","11279,65","5337,39",Базовый
Зетта,Тосно,нет,1-10,"33092,04","17604,76","3872,17","11279,65","5337,39",Базовый
Зетта,Гатчина,нет,1-10,"33092,04","17604,76","3872,17","11279,65","5337,39",Базовый
Зетта,Кингисепп,нет,1-10,"33092,04","17604,76","3872,17","11279,65","5337,39",Базовый
Зетта,Выборг,нет,1-10,"33092,04","17604,76","3872,17","11279,65","5337,39",Базовый
Зетта,Светогорск,нет,1-10,"33092,04","17604,76","3872,17","11279,65","5337,39",Базовый
Зетта,Пушкин,нет,1-10,"33092,04","17604,76","3872,17","11279,65","5337,39",Базовый
Зетта,Мурино,нет,1-10,"33092,04","17604,76","3872,17","11279,65","5337,39",Базовый
Зетта,Новое Девяткино,нет,1-10,"33092,04","17604,76","3872,17","11279,65","5337,39",Базовый
Зетта,Кудрово,нет,1-10,"33092,04","17604,76","3872,17","11279,65","5337,39",Базовый
Зетта,д.Заневка,нет,1-10,"33092,04","17604,76","3872,17","11279,65","5337,39",Базовый
Зетта,Колпино,нет,1-10,"33092,04","17604,76","3872,17","11279,65","5337,39",Базовый
Зетта,Санкт-Петербург,нет,1-10,"39843,21","25172,04","3872,17","16919,4","5337,39",Комфорт
Зетта,Тосно,нет,1-10,"39843,21","25172,04","3872,17","16919,4","5337,39",Комфорт
Зетта,Гатчина,нет,1-10,"39843,21","25172,04","3872,17","16919,4","5337,39",Комфорт
Зетта,Кингисепп,нет,1-10,"39843,21","25172,04","3872,17","16919,4","5337,39",Комфорт
Зетта,Выборг,нет,1-10,"39843,21","25172,04","3872,17","16919,4","5337,39",Комфорт
Зетта,Светогорск,нет,1-10,"39843,21","25172,04","3872,17","16919,4","5337,39",Комфорт
Зетта,Пушкин,нет,1-10,"39843,21","25172,04","3872,17","16919,4","5337,39",Комфорт
Зетта,Мурино,нет,1-10,"39843,21","25172,04","3872,17","16919,4","5337,39",Комфорт
Зетта,Новое Девяткино,нет,1-10,"39843,21","25172,04","3872,17","16919,4","5337,39",Комфорт
Зетта,Кудрово,нет,1-10,"39843,21","25172,04","3872,17","16919,4","5337,39",Комфорт
Зетта,д.Заневка,нет,1-10,"39843,21","25172,04","3872,17","16919,4","5337,39",Комфорт
Зетта,Колпино,нет,1-10,"39843,21","25172,04","3872,17","16919,4","5337,39",Комфорт
Зетта,Санкт-Петербург,нет,1-10,"50405,42","32195,82","3872,17","30921,55","5337,39",Премиум
Зетта,Тосно,нет,1-10,"50405,42","32195,82","3872,17","30921,55","5337,39",Премиум
Зетта,Гатчина,нет,1-10,"50405,42","32195,82","3872,17","30921,55","5337,39",Премиум
Зетта,Кингисепп,нет,1-10,"50405,42","32195,82","3872,17","30921,55","5337,39",Премиум
Зетта,Выборг,нет,1-10,"50405,42","32195,82","3872,17","30921,55","5337,39",Премиум
Зетта,Светогорск,нет,1-10,"50405,42","32195,82","3872,17","30921,55","5337,39",Премиум
Зетта,Пушкин,нет,1-10,"50405,42","32195,82","3872,17","30921,55","5337,39",Премиум
Зетта,Мурино,нет,1-10,"50405,42","32195,82","3872,17","30921,55","5337,39",Премиум
Зетта,Новое Девяткино,нет,1-10,"50405,42","32195,82","3872,17","30921,55","5337,39",Премиум
Зетта,Кудрово,нет,1-10,"50405,42","32195,82","3872,17","30921,55","5337,39",Премиум
Зетта,д.Заневка,нет,1-10,"50405,42","32195,82","3872,17","30921,55","5337,39",Премиум
Зетта,Колпино,нет,1-10,"50405,42","32195,82","3872,17","30921,55","5337,39",Премиум
Зетта,Санкт-Петербург,нет,11-50,"24175,06",12861,"2828,76","8240,27","3900,44",Базовый
Зетта,Тосно,нет,11-50,"24175,06",12861,"2828,76","8240,27","3900,44",Базовый
Зетта,Гатчина,нет,11-50,"24175,06",12861,"2828,76","8240,27","3900,44",Базовый
Зетта,Кингисепп,нет,11-50,"24175,06",12861,"2828,76","8240,27","3900,44",Базовый
Зетта,Выборг,нет,11-50,"24175,06",12861,"2828,76","8240,27","3900,44",Базовый
Зетта,Светогорск,нет,11-50,"24175,06",12861,"2828,76","8240,27","3900,44",Базовый
Зетта,Пушкин,нет,11-50,"24175,06",12861,"2828,76","8240,27","3900,44",Базовый
Зетта,Мурино,нет,11-50,"24175,06",12861,"2828,76","8240,27","3900,44",Базовый
Зетта,Новое Девяткино,нет,11-50,"24175,06",12861,"2828,76","8240,27","3900,44",Базовый
Зетта,Кудрово,нет,11-50,"24175,06",12861,"2828,76","8240,27","3900,44",Базовый
Зетта,д.Заневка,нет,11-50,"24175,06",12861,"2828,76","8240,27","3900,44",Базовый
Зетта,Колпино,нет,11-50,"24175,06",12861,"2828,76","8240,27","3900,44",Базовый
Зетта,Санкт-Петербург,нет,11-50,"29107,06","18389,19","2828,76","12360,32","3900,44",Комфорт
Зетта,Тосно,нет,11-50,"29107,06","18389,19","2828,76","12360,32","3900,44",Комфорт
Зетта,Гатчина,нет,11-50,"29107,06","18389,19","2828,76","12360,32","3900,44",Комфорт
Зетта,Кингисепп,нет,11-50,"29107,06","18389,19","2828,76","12360,32","3900,44",Комфорт
Зетта,Выборг,нет,11-50,"29107,06","18389,19","2828,76","12360,32","3900,44",Комфорт
Зетта,Светогорск,нет,11-50,"29107,06","18389,19","2828,76","12360,32","3900,44",Комфорт
Зетта,Пушкин,нет,11-50,"29107,06","18389,19","2828,76","12360,32","3900,44",Комфорт
Зетта,Мурино,нет,11-50,"29107,06","18389,19","2828,76","12360,32","3900,44",Комфорт
Зетта,Новое Девяткино,нет,11-50,"29107,06","18389,19","2828,76","12360,32","3900,44",Комфорт
Зетта,Кудрово,нет,11-50,"29107,06","18389,19","2828,76","12360,32","3900,44",Комфорт
Зетта,д.Заневка,нет,11-50,"29107,06","18389,19","2828,76","12360,32","3900,44",Комфорт
Зетта,Колпино,нет,11-50,"29107,06","18389,19","2828,76","12360,32","3900,44",Комфорт
Зетта,Санкт-Петербург,нет,11-50,"36823,16","23520,34","2828,76","22589,43","3900,44",Премиум
Зетта,Тосно,нет,11-50,"36823,16","23520,34","2828,76","22589,43","3900,44",Премиум
Зетта,Гатчина,нет,11-50,"36823,16","23520,34","2828,76","22589,43","3900,44",Премиум
Зетта,Кингисепп,нет,11-50,"36823,16","23520,34","2828,76","22589,43","3900,44",Премиум
Зетта,Выборг,нет,11-50,"36823,16","23520,34","2828,76","22589,43","3900,44",Премиум
Зетта,Светогорск,нет,11-50,"36823,16","23520,34","2828,76","22589,43","3900,44",Премиум
Зетта,Пушкин,нет,11-50,"36823,16","23520,34","2828,76","22589,43","3900,44",Премиум
Зетта,Мурино,нет,11-50,"36823,16","23520,34","2828,76","22589,43","3900,44",Премиум
Зетта,Новое Девяткино,нет,11-50,"36823,16","23520,34","2828,76","22589,43","3900,44",Премиум
Зетта,Кудрово,нет,11-50,"36823,16","23520,34","2828,76","22589,43","3900,44",Премиум
Зетта,д.Заневка,нет,11-50,"36823,16","23520,34","2828,76","22589,43","3900,44",Премиум
Зетта,Колпино,нет,11-50,"36823,16","23520,34","2828,76","22589,43","3900,44",Премиум
Зетта,Санкт-Петербург,нет,51-300,"21995,36","11701,42","2573,73","7497,3","3548,54",Базовый
Зетта,Тосно,нет,51-300,"21995,36","11701,42","2573,73","7497,3","3548,54",Базовый
